char,sim
蒁,"['蒾', '菦', '蓫', '荙', '萒', '蒄', '蔲', '荥', '茮', '𦼜', '莚', '荵', '蓀', '莣', '莁', '萣', '葂', '菈', '茪', '莏']"
蒂,"['𦷾', '𥰆', '芾', '蓆', '蔕', '帝', '蔀', '菷', '蓿', '蕃', '𦼔', '𦵠', '蓇', '蔣', '常', '薺', '荐', '啻', '莆', '藷']"
蒃,"['蒙', '蓘', '袤', '袲', '豙', '衺', '蔉', '索', '象', '袠', '豢', '蒵', '𥵿', '𧃶', '荩', '懞', '菉', '葲', '𡒯', '葵']"
蒄,"['蔲', '蒬', '莞', '蔻', '萒', '菀', '売', '莣', '甆', '兢', '荒', '蓫', '𦼟', '峞', '諒', '萣', '菦', '寇', '慈', '瓽']"
蒅,"['薒', '桒', '椉', '枽', '蒾', '蘃', '簗', '楘', '蒁', '萒', '箂', '蘂', '穈', '茪', '棄', '茮', '糱', '栥', '萰', '蘱']"
蒆,"['蓌', '蔢', '嬊', '菨', '菚', '萣', '葼', '姭', '篓', '荌', '藀', '芟', '莚', '婱', '甆', '𧃰', '瓁', '崣', '嫯', '薆']"
蒇,"['歳', '蕆', '菠', '葴', '歲', '藏', '葳', '𡻕', '嵅', '菽', '庋', '荗', '烖', '宬', '𧁺', '戚', '庭', '减', '蘞', '蘝']"
蒈,"['莦', '萅', '嶜', '蓞', '萏', '藠', '諸', '萺', '菪', '蕌', '葍', '萕', '萞', '筈', '宵', '蔀', '菎', '𦷮', '茞', '臂']"
蒉,"['莫', '蕢', '贲', '煑', '蔫', '萁', '茣', '萗', '贵', '蔶', '蔩', '蕡', '黃', '蕞', '幕', '菷', '荑', '贳', '責', '賁']"
蒊,"['莻', '硓', '栳', '㧯', '狫', '唜', '恅', '𦮲', '芤', '唟', '茈', '苨', '茏', '詫', '佬', '范', '窕', '𥒃', '萞', '蓯']"
蒋,"['蔣', '𦵠', '萚', '落', '将', '葑', '㭳', '都', '淳', '惇', '㙤', '郭', '窄', '荪', '蒣', '𢴉', '將', '诺', '𢭸', '荐']"
蒌,"['菨', '萎', '葁', '篓', '菱', '蓌', '荽', '荄', '崣', '羑', '芰', '芟', '妾', '萲', '荸', '葵', '荾', '蓼', '窦', '鼕']"
蒍,"['蕮', '蒬', '蔿', '索', '藛', '篶', '寫', '菉', '蔫', '蔒', '惹', '蓔', '𦵠', '𦼟', '𦶀', '荩', '蔡', '蒄', '焉', '蒃']"
蒎,"['玈', '獴', '蒗', '蔙', '旊', '祣', '菧', '族', '𤠤', '掭', '搲', '莀', '旐', '褖', '猔', '𧃶', '掋', '蓅', '蓈', '隊']"
蒏,"['茜', '薥', '蓞', '𦹣', '蔷', '莤', '菵', '菡', '蔐', '𦭪', '葡', '苞', '藋', '蒬', '蔨', '酋', '蒄', '蔖', '夁', '趥']"
蒐,"['鬼', '𧀐', '崽', '藘', '葻', '莵', '萖', '莧', '𠿯', '寃', '嵬', '𧅫', '寛', '寇', '崺', '葸', '𩱻', '菎', '萞', '䕱']"
蒑,"['蒰', '皻', '蕺', '莀', '殯', '顏', '巌', '簈', '薜', '蔙', '薠', '漀', '顅', '瘥', '籎', '箳', '蒗', '𧤁', '顧', '菧']"
蒒,"['諦', '莭', '葥', '茚', '萜', '萷', '𡋁', '碲', '莳', '黹', '芾', '葫', '𣈰', '荋', '碏', '蒴', '蕱', '碚', '啼', '帘']"
蒓,"['葒', '𦼟', '𦷬', '蔇', '𦼜', '蒄', '蕝', '葂', '荪', '兢', '葹', '𦵛', '菰', '蓧', '慈', '磋', '莬', '𦀴', '莚', '純']"
蒔,"['時', '𥱯', '諪', '𣈰', '跱', '莳', '恃', '塒', '𦷾', '𨵣', '蒋', '帮', '𣆱', '等', '㗕', '晴', '幇', '庤', '璹', '薡']"
蒕,"['衁', '盙', '盎', '盘', '藍', '寍', '盚', '簠', '阖', '齍', '嗑', '𡽾', '蘊', '盝', '盉', '圔', '盄', '葢', '藎', '藴']"
蒖,"['蓂', '萯', '窴', '薲', '蒷', '蔶', '寘', '賁', '藚', '萓', '賮', '賫', '蕡', '巔', '賨', '莫', '遧', '蔖', '莦', '蕞']"
蒗,"['獖', '獍', '𡻔', '猭', '莀', '獦', '𤠆', '藐', '獏', '獟', '猔', '獠', '獱', '𤟂', '𤡱', '猏', '蒎', '獇', '𤸭', '貘']"
蒘,"['摮', '莑', '孶', '荤', '拲', '撀', '犎', '窙', '𦮴', '摰', '挙', '搴', '掌', '諱', '荦', '挐', '𦱊', '率', '牽', '𡨧']"
蒙,"['蒃', '豙', '𥵿', '袤', '彖', '豪', '𧰬', '象', '家', '懞', '𡒯', '𧃶', '寥', '𠦹', '衺', '靀', '豢', '冡', '檬', '蓘']"
蒚,"['蓠', '䔅', '蒿', '葍', '窩', '嵩', '蓇', '菷', '𦷾', '啻', '蕞', '常', '𦷮', '諪', '茩', '壱', '萅', '菪', '藹', '蒂']"
蒛,"['萟', '蕻', '硖', '趚', '鑖', '𥠬', '蓺', '羠', '𡔿', '蔟', '蔱', '菝', '荿', '芵', '蓛', '荴', '様', '缺', '㚁', '薣']"
蒜,"['𦼟', '恭', '蓀', '𦷬', '塨', '蒄', '𢵭', '赫', '蔴', '萟', '茠', '荥', '莍', '蓅', '裃', '蕛', '萒', '茮', '蓧', '榇']"
蒝,"['蒬', '箳', '蔿', '葲', '蘏', '蕮', '藛', '諒', '莀', '藔', '寫', '蒄', '簘', '藬', '蓐', '蔚', '蒍', '廪', '薉', '蕞']"
蒞,"['莅', '涖', '𧙀', '砬', '柆', '𢘮', '𦲵', '拉', '𡸏', '𦷬', '𤖹', '碰', '磋', '垃', '茳', '泣', '顽', '䇄', '掽', '蒓']"
蒟,"['葋', '苟', '葫', '茚', '葂', '菏', '萷', '趌', '裿', '旑', '蒄', '蓢', '蔸', '𦰦', '葥', '訪', '菇', '莭', '瓳', '訖']"
蒠,"['意', '覚', '寬', '萈', '莧', '恴', '寘', '忘', '慐', '噫', '惪', '崽', '薏', '憲', '蒷', '宽', '𡻗', '真', '賫', '息']"
蒡,"['荸', '旁', '葶', '萼', '蔫', '蓍', '荂', '䓊', '菪', '𥶃', '篣', '窦', '茣', '葁', '著', '薯', '𦼔', '薏', '耉', '蒭']"
蒢,"['蒣', '蓧', '𦵠', '蔭', '𢴉', '蒋', '菸', '蔛', '蔡', '蕯', '蔣', '𧃌', '𦼔', '蔟', '薺', '葆', '𢉽', '落', '陈', '弈']"
蒣,"['𦵠', '𢴉', '蓧', '蒢', '㮈', '篠', '𢵭', '𣗪', '𢱨', '蒋', '搽', '梾', '係', '蓀', '捇', '葆', '栋', '榇', '𠅒', '𦼔']"
蒤,"['𦴶', '漆', '瑹', '溹', '漭', '潻', '渿', '窱', '蓧', '蓀', '篨', '滚', '攃', '萒', '添', '𦼟', '𡪜', '蔱', '漈', '蔡']"
蒥,"['蕾', '霤', '菑', '藟', '蓖', '茜', '蕃', '莤', '萄', '菡', '𦹣', '葍', '酋', '舊', '蒭', '葘', '萏', '留', '𦼞', '萨']"
蒦,"['蓃', '𧄐', '萋', '蕞', '𧞤', '蔞', '蓌', '窦', '芰', '穫', '葁', '護', '寠', '萐', '寞', '擭', '婁', '蹇', '籆', '蘉']"
蒧,"['蔵', '葴', '藏', '蕆', '巌', '歳', '葳', '薉', '宬', '厳', '嵅', '蒇', '菣', '廚', '窚', '菠', '葻', '酨', '廒', '嶻']"
蒨,"['埥', '棈', '積', '𦷮', '備', '𣔨', '襀', '幘', '睛', '𦵗', '菺', '篟', '情', '樍', '蓿', '請', '蓨', '请', '擣', '倩']"
蒩,"['蔝', '穁', '榵', '萂', '稙', '稓', '椬', '蕱', '禃', '耝', '蕥', '犆', '耟', '葙', '楌', '秬', '𦹶', '秸', '莇', '𥠯']"
蒪,"['篿', '專', '専', '蓴', '薄', '尃', '莗', '萬', '漙', '冓', '瑼', '荢', '雽', '輂', '蕇', '蓒', '𨕡', '萅', '薫', '𦷾']"
蒫,"['嵳', '耊', '蓌', '蕶', '萲', '差', '蒵', '鼛', '蔉', '莑', '葵', '菨', '蒘', '䔲', '峚', '舝', '萒', '鼟', '菤', '崣']"
蒬,"['蒄', '蒍', '蔲', '蕮', '蔉', '藔', '萒', '蓫', '慈', '惹', '莞', '菤', '菀', '藛', '瓽', '寃', '莬', '蓀', '索', '蒝']"
蒭,"['菟', '薺', '莬', '篘', '𦼔', '蘾', '莠', '蓐', '蕦', '蒡', '薯', '菉', '蓼', '𦵘', '煑', '𦷾', '荒', '蕷', '藦', '𥶃']"
蒮,"['藋', '篧', '雚', '寉', '罋', '簅', '萑', '虇', '蔲', '𦹻', '鲝', '蕥', '壦', '蛬', '菤', '蔃', '薤', '蒬', '萣', '嶻']"
蒯,"['剻', '前', '崩', '剒', '蓢', '湳', '荫', '𦛍', '𠟸', '疽', '鄑', '荕', '𡎜', '鄜', '谪', '葫', '𠠉', '頏', '𦛿', '萷']"
蒰,"['葮', '蕺', '蔟', '藏', '蒑', '蔽', '巌', '蔙', '蕟', '嶻', '蓛', '菽', '𢶻', '葂', '蓺', '𦰦', '蔱', '藙', '薐', '菸']"
蒱,"['揃', '搑', '簼', '撗', '豧', '葞', '搆', '萷', '塴', '辅', '蒲', '蔸', '秿', '挿', '𥡘', '欉', '捕', '嶊', '蕱', '満']"
蒲,"['滽', '湳', '菹', '滿', '𤀐', '菏', '澫', '痡', '溝', '漕', '浦', '蔳', '溏', '濤', '𤀞', '𤀚', '𥡘', '薄', '满', '䈬']"
蒳,"['菊', '蒓', '𡍝', '𦷬', '茆', '蔴', '葯', '萂', '蓧', '蓏', '荪', '苑', '栜', '樠', '蒢', '莉', '蔽', '襔', '葒', '𢉽']"
蒴,"['蓆', '萌', '葫', '𦹱', '蓢', '𣨭', '荫', '菸', '顔', '葡', '荕', '萸', '兢', '𦼠', '菏', '蒂', '都', '莆', '葹', '𤀐']"
蒵,"['蔉', '薆', '葵', '蓘', '袲', '荾', '藀', '荩', '葼', '蒃', '羑', '蓌', '葖', '窦', '箓', '蒬', '萲', '篓', '蓫', '菨']"
蒶,"['箹', '紡', '綉', '衯', '葤', '𦀴', '窈', '紛', '枌', '統', '綈', '䈫', '縍', '𦄴', '綊', '緂', '磙', '𦼟', '綋', '菞']"
蒷,"['寊', '賞', '賫', '寘', '賁', '萯', '霣', '貣', '真', '蒖', '賨', '篔', '實', '簤', '窴', '貲', '覚', '賮', '貞', '賷']"
蒸,"['荒', '菉', '蔡', '棻', '葇', '萗', '藜', '亲', '莱', '菾', '萘', '荣', '菜', '槖', '𦼟', '茺', '𦼔', '萊', '荠', '薺']"
蒹,"['兼', '豏', '慊', '𢐎', '謙', '槏', '隒', '嗛', '䁠', '甉', '𨃰', '𧞋', '稴', '镰', '𥻧', '尲', '魐', '膁', '搛', '𦧷']"
蒺,"['蔟', '葵', '蔆', '薐', '莢', '菸', '蕟', '亵', '菉', '萊', '葬', '蔡', '褎', '汬', '𦼟', '夷', '蓀', '蔉', '袠', '殡']"
蒻,"['篛', '蓩', '蔣', '翥', '窃', '菉', '蓼', '藜', '荔', '蕦', '蔫', '衺', '葬', '𦷾', '索', '茅', '荑', '弟', '茐', '𦵠']"
蒼,"['昚', '菪', '蓇', '宕', '眘', '耷', '奢', '箸', '簝', '薟', '蓿', '窘', '宥', '舊', '蕃', '賫', '脊', '茖', '葺', '尞']"
蒽,"['藘', '懬', '𦼇', '葸', '憽', '窻', '懑', '藯', '燪', '葾', '慝', '繱', '譓', '懣', '荵', '藛', '蒬', '蘟', '怘', '檧']"
蒾,"['蒁', '莱', '蒅', '莚', '茮', '茪', '薳', '𦼜', '桒', '萊', '荣', '莯', '莍', '枽', '逨', '蒄', '菀', '甆', '蔲', '茦']"
蒿,"['菩', '䔅', '蒚', '萻', '嵩', '葺', '菪', '䓊', '壴', '菁', '𡀢', '篙', '营', '萱', '喜', '蕡', '薏', '舙', '害', '訔']"
蓀,"['𦵠', '𢴉', '攃', '蓩', '薐', '𢵭', '蔠', '塐', '㨲', '惹', '𦼟', '蒬', '拣', '荪', '蔉', '藵', '瑹', '榇', '窈', '捺']"
蓁,"['葇', '菾', '槖', '萘', '棻', '蔡', '藜', '菶', '索', '葵', '𥱨', '慕', '案', '蓑', '素', '荞', '菉', '亲', '莾', '棊']"
蓂,"['蒖', '薲', '寞', '蔶', '茣', '蓦', '賁', '萯', '葶', '菒', '賮', '䔲', '賫', '窴', '莫', '裛', '寘', '謩', '藚', '薧']"
蓃,"['蒦', '蔞', '婁', '萋', '蔓', '𧄐', '蕞', '寠', '寞', '萸', '𦴋', '莫', '葭', '芰', '廔', '𧃰', '葚', '董', '荑', '疐']"
蓄,"['畜', '蓍', '萏', '菪', '茎', '著', '䓊', '薔', '薏', '菩', '蒭', '荽', '蘑', '萼', '𦹺', '䔲', '窰', '蒡', '薺', '蕡']"
蓅,"['谎', '旒', '溹', '漭', '読', '浣', '澻', '裗', '溁', '詤', '礠', '茳', '羦', '蒜', '湸', '潨', '弶', '漛', '謊', '莸']"
蓆,"['𢊑', '席', '蓐', '蔀', '蒂', '蕭', '𦼠', '蔕', '𦷾', '賡', '蓿', '蓎', '莆', '虖', '𦵠', '蒴', '蕞', '蔣', '菏', '藏']"
蓇,"['葺', '䔅', '瞢', '蓿', '𩄨', '𦷾', '肓', '啻', '蒚', '常', '蒂', '盲', '菷', '菪', '薡', '苧', '莦', '荀', '茸', '嵩']"
蓈,"['莭', '𦰡', '𦰢', '蔸', '萴', '蓢', '菆', '窕', '襚', '菿', '蔙', '菔', '萷', '寣', '萠', '訪', '𥭵', '藐', '郩', '郆']"
蓉,"['容', '菪', '䔲', '客', '莕', '窖', '窑', '茗', '窞', '窰', '茖', '簭', '笿', '牽', '葊', '簝', '惹', '莟', '奢', '萕']"
蓊,"['𦰠', '荐', '萮', '𦼔', '幕', '莕', '莾', '菉', '莠', '奈', '䈵', '茖', '褎', '簝', '荠', '索', '蕃', '藭', '窬', '薺']"
蓋,"['藎', '篕', '盞', '壼', '葐', '盍', '藼', '薹', '盡', '壺', '蘾', '嗑', '莖', '窰', '盎', '萗', '藍', '𦷾', '䔲', '菷']"
蓌,"['菨', '蔢', '篓', '葼', '藀', '菚', '荾', '蕶', '蒆', '蒌', '菱', '萲', '薆', '蒦', '蔉', '崣', '羑', '䈊', '鼕', '芰']"
蓍,"['著', '菪', '耈', '萕', '薯', '惹', '薺', '耆', '莕', '蒡', '䓊', '箸', '藭', '菁', '蕎', '䔲', '蕃', '萻', '菩', '蔫']"
蓎,"['庴', '薦', '蓆', '厲', '䔍', '賡', '廣', '雚', '庸', '菎', '𦶀', '荱', '蔅', '厝', '萖', '萬', '薄', '蕮', '葿', '顴']"
蓏,"['菰', '𦷬', '苽', '菸', '荪', '窳', '禌', '兢', '苁', '旈', '荻', '㽿', '柼', '疭', '蒓', '栜', '稵', '疵', '竑', '𢙕']"
蓐,"['蓆', '虖', '蔫', '藦', '蕞', '賡', '蘑', '煑', '裒', '蘾', '蕷', '廪', '袁', '莨', '薺', '蔚', '蔣', '葵', '𦼔', '菉']"
蓑,"['蕘', '䕺', '叢', '蘾', '羮', '嶤', '襄', '糞', '蘗', '嶪', '蘘', '囊', '羹', '荑', '菉', '葉', '藼', '萋', '薳', '葵']"
蓒,"['蔪', '禕', '蕲', '轑', '稦', '檋', '諢', '軤', '𤥭', '輐', '鞯', '鄆', '渾', '唓', '輑', '萪', '葞', '垶', '陣', '褘']"
蓓,"['𦷮', '蓨', '梧', '褡', '𡻓', '蓿', '碏', '楛', '秸', '桔', '偌', '榙', '棤', '袺', '俉', '僖', '偣', '樯', '棓', '𥠻']"
蓔,"['蔒', '窯', '藔', '蒍', '萒', '枽', '蔈', '蕮', '葲', '藛', '慕', '莞', '蔉', '蔡', '寋', '萦', '茮', '蒬', '蒄', '薫']"
蓕,"['袿', '桂', '稑', '荰', '樦', '楏', '蕥', '荘', '蓰', '挂', '掛', '裢', '𣓆', '樥', '荏', '嵀', '梿', '蓵', '褂', '溎']"
蓖,"['萄', '葭', '葛', '蓠', '莤', '茜', '茝', '萞', '莴', '𦭪', '𧅫', '蕞', '萸', '𦼠', '薔', '𠻼', '𦭧', '藹', '𠝕', '舊']"
蓗,"['蓰', '薿', '𥱰', '褨', '薤', '𦹹', '蓯', '篵', '碇', '窕', '捷', '𦼜', '橽', '蔙', '𡍙', '嶷', '𧞤', '槎', '𦵠', '撻']"
蓘,"['蔉', '袲', '蒃', '萒', '萦', '荾', '葵', '索', '蒵', '蓫', '箓', '蔡', '筿', '寮', '衮', '荩', '袠', '褎', '葼', '藵']"
蓙,"['莝', '座', '薼', '簅', '莁', '遳', '産', '堃', '蔲', '筮', '筀', '𦸰', '𧁶', '塟', '產', '坖', '埊', '薉', '峚', '塺']"
蓚,"['偧', '椮', '偐', '襂', '傞', '𢞆', '谚', '漻', '𠔭', '墋', '傪', '俢', '謲', '惨', '襚', '䅟', '篵', '磣', '簁', '篴']"
蓛,"['菽', '敇', '䔩', '蔜', '蘞', '菆', '藙', '𦳙', '赥', '嶻', '薂', '薐', '漐', '臷', '漦', '寂', '僰', '萟', '蕺', '救']"
蓜,"['蔸', '蒊', '蔲', '莻', '葹', '𥒃', '萞', '茪', '菿', '唟', '硓', '詫', '嶏', '蒄', '硙', '蔇', '酤', '趥', '苉', '藬']"
蓝,"['𣞎', '灆', '谥', '篮', '萾', '磕', '謚', '藍', '橀', '嗌', '盡', '𥔦', '𡽾', '藎', '盔', '盛', '盖', '藴', '𣠩', '𥍍']"
蓞,"['蒈', '萏', '蒏', '蔷', '蔐', '蔏', '葍', '𦹣', '莦', '蓠', '蒚', '苕', '嶜', '葘', '蘑', '萅', '萕', '萞', '菡', '茞']"
蓟,"['薊', '鲬', '鲕', '魺', '鲺', '鲠', '葪', '鲂', '殥', '鲪', '鮞', '鲚', '蒟', '阄', '觸', '鮙', '𢲣', '鲀', '鲸', '鯆']"
蓠,"['蒚', '𦷾', '䔅', '蔫', '萄', '薔', '蒂', '薯', '菷', '薺', '茜', '蓐', '蓖', '藹', '蔀', '萬', '蘑', '蓆', '蓇', '莤']"
蓡,"['蔆', '寝', '葠', '𤃥', '淁', '莈', '𧞤', '擭', '𤷖', '蕟', '度', '淳', '蕧', '溏', '蓤', '虔', '庋', '蕆', '寢', '蕞']"
蓢,"['葫', '蕷', '蕑', '頢', '蕳', '𦹱', '荫', '萌', '蔅', '蔚', '頠', '蕦', '崩', '萠', '𦰢', '𦼠', '𥈿', '茛', '顔', '菏']"
蓣,"['豮', '萟', '巅', '赍', '谎', '兢', '檨', '読', '碛', '蒄', '菦', '荿', '愤', '㩢', '箢', '榬', '襓', '襪', '蓀', '荝']"
蓤,"['蔆', '蕟', '蕿', '葔', '蔢', '藵', '蓫', '淁', '薐', '莈', '葰', '薳', '嶻', '薓', '菚', '葼', '蔉', '蒬', '俴', '亵']"
蓥,"['菳', '銺', '崟', '鏊', '錃', '鋈', '鏧', '耊', '蟇', '錖', '鎜', '鋆', '錅', '鈭', '鐜', '鐆', '簊', '葢', '寚', '篕']"
蓦,"['䔲', '窖', '茣', '菪', '暮', '𥱫', '莕', '窨', '摹', '鸯', '寞', '蓂', '䓊', '害', '賓', '寡', '窞', '荂', '莟', '霯']"
蓧,"['蒣', '𦵠', '𣙷', '篠', '𦼟', '榛', '𣗪', '𥕊', '葆', '蔡', '㮈', '蓀', '蒢', '榇', '𦷬', '𢵭', '薐', '磙', '𢴉', '蒤']"
蓨,"['蓓', '裿', '棛', '𧛊', '碏', '椅', '楈', '褡', '檳', '𦷮', '櫡', '橁', '袺', '褃', '旖', '橋', '篟', '𣔨', '槗', '榙']"
蓩,"['務', '蔣', '蓀', '萚', '𦵠', '蕟', '拣', '蔟', '𢴉', '𢐊', '窈', '薐', '窃', '蒻', '荐', '菸', '𧀏', '袴', '𥱮', '荔']"
蓪,"['藡', '遆', '遖', '薖', '逪', '逋', '邁', '適', '簻', '𨒹', '逹', '逌', '邎', '逳', '遧', '迶', '𧻷', '遘', '遳', '遁']"
蓫,"['篴', '邃', '蔲', '蒬', '蓤', '葼', '蒄', '蓘', '袲', '薳', '萣', '蔉', '籧', '裦', '逺', '藀', '藵', '蕟', '藙', '𤆯']"
蓬,"['逢', '𡓄', '篷', '莲', '蓮', '薳', '𤂧', '𩅛', '薘', '蘧', '𩅚', '箕', '漨', '違', '𤑫', '𨖲', '垤', '逺', '籖', '進']"
蓭,"['庵', '藱', '庉', '蓎', '簏', '藘', '廣', '萞', '荱', '崺', '蔸', '藨', '蘒', '葻', '萖', '菎', '癘', '蔺', '藬', '蔖']"
蓮,"['連', '𨖲', '運', '違', '𨕡', '邁', '遘', '逴', '谨', '逹', '𨕭', '達', '逞', '逵', '薳', '逮', '薘', '堹', '𣿅', '進']"
蓯,"['蓰', '篵', '嵸', '蓗', '椗', '窕', '襚', '褨', '碇', '蔙', '檖', '槎', '裈', '莋', '𢳙', '𣑁', '簁', '摌', '旌', '𦼜']"
蓰,"['蓯', '蓗', '篵', '褨', '𦲺', '檖', '嵸', '蔙', '襚', '簁', '槎', '𥱰', '磋', '橽', '𦹹', '𢺍', '蓵', '權', '𧞤', '蓶']"
蓱,"['辩', '漭', '㳥', '㳯', '滞', '泋', '淓', '涍', '洴', '辫', '潾', '漛', '涬', '灇', '済', '浶', '珜', '頩', '澼', '祥']"
蓲,"['茝', '薔', '𦭧', '莤', '茴', '蓖', '茞', '菡', '茜', '𦹣', '蔥', '葍', '萄', '薑', '葛', '蓠', '𦼠', '苗', '酋', '苣']"
蓳,"['菙', '堊', '茥', '菫', '琧', '董', '寚', '堇', '蘲', '蟗', '箠', '葟', '耊', '墐', '𦲻', '塞', '壼', '瑾', '壺', '𩂐']"
蓴,"['𦷾', '蕁', '𦵷', '蕈', '蒪', '葦', '冓', '蕇', '薯', '叢', '薄', '篝', '蔞', '葷', '辜', '薡', '薰', '蕢', '專', '蕞']"
蓵,"['捷', '誱', '箑', '緁', '墶', '嶻', '萐', '寁', '薘', '撻', '蕸', '壌', '橽', '韯', '𤂧', '籖', '矱', '𧞤', '雍', '谨']"
蓶,"['嶉', '嶊', '菿', '凗', '䧹', '壦', '蓹', '蕥', '萴', '傞', '簁', '滢', '萷', '磪', '墔', '寉', '權', '璀', '欉', '蓰']"
蓷,"['𦾣', '摧', '推', '嶊', '搉', '攉', '搾', '萑', '璀', '𢹂', '揰', '隺', '捤', '擭', '𤂧', '擁', '褨', '𢸚', '搓', '𡍙']"
蓸,"['曹', '𦷾', '薡', '蕈', '瞢', '舊', '𩄨', '萅', '䔅', '薷', '覃', '蕭', '啻', '菷', '薯', '莤', '簟', '葺', '葷', '畱']"
蓹,"['篽', '葪', '蓶', '菿', '襚', '篐', '蘌', '襭', '檖', '籞', '欉', '襽', '磋', '褅', '萷', '嶉', '穟', '莿', '幯', '磰']"
蓺,"['嶻', '爇', '臷', '萟', '褹', '埶', '藏', '蓤', '漐', '蕻', '蔙', '趢', '亵', '蕺', '蔟', '槸', '藢', '籖', '薉', '菠']"
蓻,"['執', '埶', '犎', '孰', '墊', '𢴇', '薱', '葧', '樥', '𢲟', '葑', '兢', '謼', '𧞤', '蔣', '韛', '擭', '悻', '𦳙', '撓']"
蓼,"['蔘', '麥', '荩', '篓', '蕦', '蕶', '葁', '袲', '窦', '葵', '蔉', '彥', '荸', '奓', '蒌', '蓘', '奒', '褎', '衺', '羮']"
蓽,"['蕇', '茟', '𦵷', '韋', '革', '葷', '辜', '華', '蓴', '曅', '莘', '鞾', '嘩', '罼', '蕈', '冓', '菙', '薰', '菫', '荲']"
蓾,"['菡', '齒', '菌', '蔨', '薗', '莔', '𦼝', '蔮', '茴', '薔', '歯', '蔥', '蒏', '蓲', '夁', '蔷', '茵', '𠠚', '𦭧', '𦹣']"
蓿,"['荀', '蓇', '葿', '菪', '蕃', '莆', '肴', '苟', '諸', '蓓', '藷', '荷', '諾', '宿', '𦷮', '蒂', '蕷', '茩', '诸', '著']"
蔀,"['篰', '諾', '蔕', '蓆', '諸', '葫', '蒂', '𦷮', '藷', '蔣', '𦷾', '鄐', '芾', '部', '都', '𦰢', '蕭', '蓿', '話', '𧃌']"
蔁,"['窧', '章', '草', '葦', '筸', '萆', '葶', '葷', '掌', '荦', '荤', '薯', '箄', '萕', '𦹵', '蔶', '薲', '牽', '菪', '宰']"
蔂,"['幕', '𦵘', '菄', '蕽', '裒', '薯', '甍', '𦼔', '蓐', '蒭', '葉', '菉', '蔩', '萭', '袁', '萗', '葨', '菟', '薺', '蕦']"
蔃,"['嵹', '嶻', '蕺', '虇', '蛬', '蔲', '薶', '藋', '蕻', '薣', '蛍', '霵', '薓', '巀', '嶯', '寉', '蒄', '蒬', '尭', '簼']"
蔄,"['菛', '蕳', '萷', '蕑', '蔐', '謫', '葫', '蔅', '菵', '蔸', '𦼠', '朚', '谪', '莆', '荫', '葋', '菏', '葡', '萠', '蓢']"
蔅,"['蓢', '𦼠', '荫', '蔄', '萖', '萞', '藬', '蓎', '蔸', '蔺', '葋', '葭', '菵', '葫', '菎', '蕑', '葡', '萠', '顏', '廣']"
蔆,"['蓤', '蒺', '蓡', '莈', '蕟', '淁', '菠', '薐', '亵', '蔟', '葵', '蕿', '𤷖', '𧞤', '薳', '霟', '菽', '菸', '淒', '藏']"
蔇,"['蘈', '葹', '兢', '㚁', '蒄', '甆', '蔟', '菀', '蒓', '𦼟', '莬', '蕝', '𦼜', '蔲', '蕷', '蔙', '蕦', '蕨', '蔻', '蒬']"
蔈,"['藔', '羛', '藛', '葲', '薫', '蓔', '萰', '薰', '蕮', '褱', '寋', '薵', '苐', '甍', '蒬', '棄', '蒄', '黉', '崬', '蘏']"
蔉,"['蓘', '葵', '藵', '蕟', '箓', '蒵', '袲', '荩', '菉', '蒬', '簔', '葼', '莞', '萒', '葲', '萦', '篣', '蒃', '裠', '蔡']"
蔊,"['𤑮', '障', '瑋', '璋', '煒', '喡', '𤶿', '𣛟', '焞', '㙔', '窄', '𡑳', '𤉗', '幛', '痚', '萚', '痺', '𤷙', '檡', '墇']"
蔋,"['漃', '漺', '菽', '萟', '嶶', '摗', '溹', '菆', '埱', '摵', '涰', '赥', '諔', '瀫', '箃', '攃', '拺', '敇', '宬', '渽']"
蔌,"['䔩', '誎', '柬', '藾', '束', '欶', '萰', '蓛', '菄', '衷', '某', '菸', '棘', '菽', '悚', '疎', '朿', '策', '𥢉', '夷']"
蔍,"['蘎', '簏', '龎', '藨', '龐', '寵', '鹿', '廘', '贚', '籭', '藱', '䴟', '喸', '巃', '廤', '雿', '莻', '矓', '霢', '麀']"
蔎,"['敼', '嗀', '鼓', '該', '蘞', '識', '皷', '薣', '敾', '詙', '護', '蘐', '籖', '諼', '誜', '鼔', '謑', '諓', '䔻', '鼖']"
蔏,"['蔐', '謫', '菵', '蔄', '𦹣', '蓞', '萷', '蔺', '葥', '籋', '薾', '䈒', '葡', '蒟', '蔷', '嘀', '謧', '蒚', '葋', '苟']"
蔐,"['蔏', '蔄', '菵', '謫', '𦹣', '葡', '薾', '蔺', '蔷', '萷', '蒚', '籋', '蓞', '蕳', '𦼠', '葥', '蕑', '䈒', '葫', '蒏']"
蔑,"['菮', '荑', '甍', '薎', '蕞', '萭', '寞', '蒬', '葨', '萸', '戴', '𡃙', '荩', '莫', '薉', '萰', '𤴡', '蕮', '煑', '蕆']"
蔒,"['蓔', '蒍', '寋', '塐', '菤', '藔', '焄', '憲', '裠', '蒬', '惎', '索', '藛', '萒', '弆', '寮', '莙', '蕉', '篶', '縥']"
蔓,"['𦴋', '蓃', '萋', '婁', '𡻗', '蕞', '蕢', '菷', '蒦', '賫', '茣', '寞', '蔞', '葛', '𥶃', '薆', '寘', '簍', '窦', '葚']"
